#SMILES,glaxo_unsuitable_leads,glaxo_unsuitable_natprod,glaxo_reactive,ursu_reactive,alarmnmr,lint_blake-v2,oprea_filters,MLSMR_excluded,MLSMR_allowed,toxic,pains,passes,fails,passrate,failrate
CN1CCC(CC1)C(=O)Nc1cccc(c1)-c1ccc(cc1)-c1nc2ccccc2[nH]1,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
Cl.NC(=O)c1cccc(Nc2nccc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)n2)c1,1,1,1,1,0,1,0,1,1,1,1,9,2,81.82,18.18
CN1CCN(CC1)c1ccnc2ccc(NC(=O)Nc3ccc4C(=O)CCc4c3)cc12,1,1,1,1,0,1,1,0,1,1,1,9,2,81.82,18.18
Oc1ccc(cc1-c1ccc(Cl)c(Cl)c1)C(=O)NCC1CCC(CC1)C(=O)NCc1cccc2ccccc12,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
Nc1cc(nc2ccccc12)-c1ccc2ccccc2c1,1,1,1,1,1,0,1,1,1,1,1,10,1,90.91,9.09
CN1CCN(CC(=O)Nc2cccc(c2)-c2cccc(c2)-c2nc3cc(F)ccc3[nH]2)CC1,1,1,1,1,1,1,1,1,1,1,0,10,1,90.91,9.09
Cl.Cc1cccc(N2C(N)=NC(N)=NC2(C)C)c1C,1,1,1,1,1,1,0,1,1,1,1,10,1,90.91,9.09
Cl.CCC1(C)CC(CCNCc2ccccc2O)(CCO1)c1ccccc1OC,1,1,1,1,0,1,0,1,1,1,1,9,2,81.82,18.18
CC(C)(C)Nc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1CCOCC1)N1CCCCS1(=O)=O,1,1,1,1,0,1,1,0,1,0,0,7,4,63.64,36.36
COc1cccc(Nc2nc(C)cc(NCc3ccc(cc3)-n3ccnc3)n2)c1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
Oc1ccc(CCNc2nc(NCc3ccccc3-c3ccc(cc3)C(F)(F)F)nc(n2)N2CCNCC2)cc1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
OC(=O)C(F)(F)F.Fc1ccc(CN2CCC(C2)Oc2ccc(NC(=O)c3ccco3)cc2Cl)cc1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
Cn1ccnc1Sc1ncccc1N(=O)=O,1,1,1,1,0,0,1,1,1,1,1,9,2,81.82,18.18
Oc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
C(N1CCN(CC1)c1cc(nc(n1)-c1ccccc1)-c1cncc(c1)-c1ccccc1)c1ccccc1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
CCC(C)NS(=O)(=O)c1ccc2nc(Nc3ccc(C)c(Cl)c3)n(C3CCCCC3)c2c1,1,1,1,1,0,1,1,0,1,1,0,8,3,72.73,27.27
CNC(=O)C1Cc2c([nH]c3ccc(Br)cc23)C2(CCN(CCc3ccccc3)CC2)N1,1,1,1,1,0,0,1,1,1,1,0,8,3,72.73,27.27
OC(=O)C(F)(F)F.Cc1cc(NCCC(=O)Nc2ccccc2)nc(NCCc2ccc(F)cc2)n1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
Cl.CCc1c(CCNC\C=C\C=C\CNCCc2ccc(OC)c(OC)c2CC)ccc(OC)c1OC,1,1,1,1,0,1,0,0,1,0,1,7,4,63.64,36.36
Cl.Fc1cccc(c1)S(=O)(=O)c1ccc(Nc2ncnc3cc(Br)sc23)cc1Cl,1,1,1,1,0,0,0,1,1,1,1,8,3,72.73,27.27
Cl.COc1ccc2nccc(NC(=O)C3CCC(CC3)NCc3cnc(SC)c(c3)N(=O)=O)c2n1,1,1,1,1,0,0,0,1,1,1,1,8,3,72.73,27.27
CCNc1cc(C)nc(Nc2ccccc2)n1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
COc1ccc2ccc(F)c(CC(=O)N3CCOC(CNCc4cccc(n4)-c4ccsc4)C3)c2n1,1,1,1,1,0,1,1,1,1,1,0,9,2,81.82,18.18
Cl.CC1(C)N=C(N)N=C(N)N1c1ccccc1,1,1,1,1,1,1,0,1,1,1,1,10,1,90.91,9.09
OC(=O)C(F)(F)F.Cc1cccc2nc([nH]c12)-c1ccc(cc1)-c1cccc(CNCC2CCN(C2)C(=O)OCC=C)c1,1,1,1,0,1,0,0,0,1,1,0,6,5,54.55,45.45
O[C@H]([C@@H](O)C(O)=O)C(O)=O.CN1CCC(CC1)N(Cc1ccc(nc1)-c1ccc(cc1)C(F)(F)F)C(=O)Cn1c(CCc2cccc(F)c2F)cc(=O)c2ccccc12,1,1,1,1,1,0,0,1,1,1,0,8,3,72.73,27.27
CC(=O)N1CCN(CC1)c1ccc(NC(=O)c2oc(nc2C(F)(F)F)-c2ccccc2)cn1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
Cc1nc(C)c(c(O)c1Br)-c1ccc(cc1)S(=O)(=O)c1ccc(Cl)cc1,1,1,1,1,0,0,1,1,1,1,1,9,2,81.82,18.18
OC(=O)C(F)(F)F.FC(F)(F)c1ccc2[nH]c(nc2c1)-c1ccc(s1)-c1cccc(CNCC2CCCO2)c1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
OC(=O)C(F)(F)F.O=C(Nc1ccccc1)N(Cc1cccc(c1)-c1cccc(CNCCc2ccccc2)c1)C1CCN(Cc2ccccc2)CC1,1,1,1,0,1,0,0,0,1,1,0,6,5,54.55,45.45
OCc1ccc2nc-3c(cc2c1)-c1cccc2cccc-3c12,1,1,1,1,1,1,1,0,1,1,1,10,1,90.91,9.09
OC(=O)C(F)(F)F.CN(CCO)Cc1ccc(cc1)-c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1,1,1,1,0,0,0,0,0,1,0,0,4,7,36.36,63.64
OC(=O)C(F)(F)F.COc1ccc(CNC2CCN(C)CC2)cc1-c1ccc(cc1)S(=O)(=O)NCCc1ccccn1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
Cl.Cc1nc2nc(N)nc(N)c2c(C)c1Cc1ccc(cc1)C(F)(F)F,1,1,1,1,1,0,0,1,1,1,1,9,2,81.82,18.18
CC(CN1CCN(C)CC1)C(=O)Nc1ccc(cc1)-c1cccc(c1)-c1nc2cc(ccc2[nH]1)C(F)(F)F,1,1,1,1,1,1,1,1,1,0,1,10,1,90.91,9.09
Fc1ccc(cc1)-c1nc(N(CCC(=O)NC2CC2)Cc2ccco2)c2ccccc2n1,1,1,1,1,1,1,1,0,1,1,1,10,1,90.91,9.09
Fc1ccc2[nH]c(nc2c1)-c1ccc(cc1)-c1cccc(NC(=O)c2csnn2)c1,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
OC(=O)C(F)(F)F.Cc1cc(N[C@@H](Cc2ccccc2)C(=O)NCc2cccs2)nc(NCCc2ccccn2)n1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
CCOC(=O)c1cc2c(CCN3C(=O)c4ccccc4C3=O)cn(C)c2cc1-c1ccncc1,1,1,1,1,0,1,1,0,1,0,1,8,3,72.73,27.27
COc1c(CC=C)cc(Cc2cnc(N)nc2N)c2ccc(C)nc12,1,1,1,1,0,0,1,1,1,0,1,8,3,72.73,27.27
CC1CCCN(Cc2cc(Cl)cc(Cl)c2O)C1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
CN1CCN(CC(=O)Nc2cccc(c2)-c2cccc(c2)-c2nc3cc(ccc3[nH]2)C(F)(F)F)CC1,1,1,1,1,1,1,1,1,1,1,0,10,1,90.91,9.09
CCCCCCCN1CCC(CC(=O)Nc2ccnc3ccc(OC)cc23)C(CC)C1,1,1,1,1,0,0,1,0,1,1,1,8,3,72.73,27.27
CCc1nc(N)nc(N)c1-c1ccc(cc1)C(C)C,1,1,1,1,0,0,1,1,1,1,1,9,2,81.82,18.18
OC(=O)C(O)=O.COc1ccc(NC(=O)c2ccc(OCCCCCCCOc3ccc(cc3)C(=O)Nc3ccc(OC)c(c3)N3CCN(C)CC3)cc2)cc1N1CCN(C)CC1,0,1,1,0,0,0,0,0,1,0,1,4,7,36.36,63.64
OC(=O)C(F)(F)F.CN1CCN(CCCN(Cc2csc(n2)-c2ccc(CNCc3ccccc3)cc2)S(=O)(=O)c2ccc(F)cc2)CC1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
OC(=O)C(F)(F)F.CCn1c(nc2c(ncc(OCCCN)c12)-c1cccc(NC(=O)Nc2cccc(OC)c2)c1)-c1nonc1N,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
Cc1nc(C)c(CC(=O)Nc2ccc(cc2)-c2cccc(c2)-c2nc3cccc(C)c3[nH]2)s1,1,1,1,1,0,1,1,1,1,0,1,9,2,81.82,18.18
Cl.CC(=NNC(N)=N)c1ccc-2c(Cc3ccccc-23)c1,1,1,1,1,0,1,0,0,1,1,0,7,4,63.64,36.36
COc1ccc(cc1)-c1nc(NC(=O)Cc2ccc(OC)c(OC)c2)sc1C,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
OC(=O)C(F)(F)F.CNC(=O)c1cnc(Nc2ccc(OCC(O)CN(C)C)cc2)nc1Nc1cccc(c1)N(=O)=O,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
Cl.Cc1cccc(C)c1CNc1ccnc2cc(Br)ccc12,1,1,1,1,0,0,0,1,1,1,1,8,3,72.73,27.27
COc1ccccc1N(C)CCNc1cc(C)nc(Nc2ccccc2)n1,1,1,1,1,0,1,1,1,1,0,0,8,3,72.73,27.27
Cc1c(C)c2c(OC3CCN(CC(=O)NC4CC4)CC3)ncnc2n1C1CCCC1,1,1,1,1,0,1,1,1,1,1,0,9,2,81.82,18.18
Fc1ccc(Nc2nccc(n2)N2CCC(C2)NC(=O)Nc2ccccc2F)cc1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
Cn1nc(cc1C(F)(F)F)-c1ccc(s1)S(=O)(=O)N1CCC(CCN2CCC(CC2)c2c[nH]c3ccccc23)CC1,1,1,1,1,0,1,1,0,1,1,0,8,3,72.73,27.27
Cc1nn(CCOC(=O)NC(NCC2COc3ccccc3O2)C(Cl)(Cl)Cl)cc1N(=O)=O,1,1,1,0,1,0,0,0,1,1,0,6,5,54.55,45.45
Cl.CN(c1ccc2n(C)c(NCc3ccccc3)nc2c1)c1ccnc(Nc2ccc(CS(C)(=O)=O)cc2)n1,1,1,1,1,0,1,0,1,1,1,1,9,2,81.82,18.18
OC(=O)C(F)(F)F.COCCN1CCN(Cc2ccc(cc2)-c2cccc(c2)-c2nc3ccccc3[nH]2)CC1,1,1,1,0,1,0,0,0,1,1,0,6,5,54.55,45.45
COC(=O)CCCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,1,1,1,1,0,0,1,0,1,1,1,8,3,72.73,27.27
OC(=O)C(F)(F)F.CN(C1CCN(Cc2cccc(F)c2)C1)c1ccc(NC(=O)c2ccc(F)cc2)cc1,1,1,1,0,0,0,0,0,1,0,0,4,7,36.36,63.64
COc1ccc(OC(C)CNC(=O)c2cc(ccc2-c2ccc(OC)cc2)N(=O)=O)cc1,1,1,1,1,0,0,1,1,1,0,0,7,4,63.64,36.36
Cl.NC1(Cc2ccc(Cl)cc2C1)C(O)=O,1,1,1,1,1,0,0,1,1,1,0,8,3,72.73,27.27
CCCN1CCN(Cc2ccc(cc2)-c2ccc(s2)-c2nc3ccccc3[nH]2)CC1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
CN1CCN(CC1)c1cc(NC(=O)c2ccc(cc2)-c2ccc(cc2C)-c2noc(C)n2)ccc1Cl,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
Fc1ccc(NC(=O)N2CCCN(CCCCCNC(=O)\C=C\c3ccc(cc3)C(F)(F)F)CC2)cc1Cl,1,1,1,0,0,0,1,0,1,0,1,6,5,54.55,45.45
OCc1nc(sc1C(=O)NCCCCN1CCC(CC1)c1c[nH]c2ccccc12)-c1ccc(cc1)C(F)(F)F,1,1,1,1,0,1,1,0,1,1,1,9,2,81.82,18.18
CC(=O)Nc1cc(ccc1C)C(=O)Nc1cccc(c1)-c1cccc(c1)-c1nc2cc(ccc2[nH]1)C(F)(F)F,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
Fc1ccc(NC(=O)N2CCCN(CCCCCNC(=O)\C=C\c3ccc(Cl)cc3)CC2)cc1Cl,1,1,1,0,0,0,1,0,1,0,1,6,5,54.55,45.45
CS(O)(=O)=O.CCCCOc1cc(CNCCCCCCNCc2cc(OCCCC)cc3ccccc23)c2ccccc2c1,1,1,1,0,0,0,0,0,1,0,0,4,7,36.36,63.64
FC(F)(F)c1ccc2[nH]c(nc2c1)-c1cccc(c1)-c1ccc(NC(=O)Cc2c[nH]cn2)cc1,1,1,1,1,1,1,1,1,1,0,1,10,1,90.91,9.09
OC(=O)C(F)(F)F.Cc1ccccc1C1CCN(CC1)c1ccc(cn1)C(=O)NC1CC1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
O=C(CCC1CCCCC1)NCCNc1cccc2ccccc12,1,1,1,1,0,1,1,0,1,0,0,7,4,63.64,36.36
Cc1cccc2nc([nH]c12)-c1ccc(cc1)-c1cccc(NC(=O)Nc2ccccc2)c1,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
O=C(Nc1cccc(c1)-c1ccc(cc1)-c1nc2ccccc2[nH]1)c1csnn1,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
Cl.CCC(C)NCCC(c1ccccc1)c1ccccc1O,1,1,1,1,0,1,0,0,1,1,1,8,3,72.73,27.27
OC(=O)C(O)=O.COc1ccc2nccc([C@@H](O)CN3CCC(CC3)NCc3ccc4OC(C)(C)C(=O)Nc4c3)c2c1,1,1,1,0,0,0,0,0,1,0,0,4,7,36.36,63.64
Cc1cc(nc(Nc2ccc(NC(=O)c3ccco3)cc2)n1)N1CCCC1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
Clc1cccc(Cl)c1\C=C\C(=O)NC1CCC(CN2C3CCC2CC(C3)c2c[nH]c3ccccc23)CC1,1,1,1,0,0,0,1,0,1,0,1,6,5,54.55,45.45
COc1cccc2cc(oc12)C(=O)N[C@@H](CC(C)C)C(=O)Nc1cc(F)ccc1Br,1,1,1,1,0,0,1,0,1,0,0,6,5,54.55,45.45
OC(=O)C(F)(F)F.NC(=N)c1ccc(Nc2nccc(Nc3nc(cs3)-c3ccccc3)n2)cc1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
OC(=O)C(F)(F)F.COc1ccc(cc1CN1CCCN(C)CC1)-c1cccc(NC(=O)c2cccc(F)c2)c1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
COc1ccc(Nc2nc(NCc3cccnc3)cc(n2)-c2ccc(OC)cc2)cc1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
CCc1c([nH]c2ccc(OC)cc12)C(=O)NC1CCC(CC1)N1CCC(CC1)c1ccccc1OC,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
Cl.CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cc(OC)cc(OC)c1)N1CCCS1(=O)=O,1,1,1,1,0,1,0,0,1,0,0,6,5,54.55,45.45
FC(F)(F)c1cccc(c1)S(=O)(=O)NCC1CCCN(CCCCCNC(=O)\C=C\c2ccc(Cl)c(Cl)c2)C1,1,1,1,0,0,0,1,0,1,0,0,5,6,45.45,54.55
OC(=O)C(F)(F)F.FC(F)(F)c1cccc(NC(=O)c2ccc(cc2)S(=O)(=O)NCC2CCCN2CC2CCCCC2)c1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
OC(=O)C(F)(F)F.O=C1COC2(CCN(Cc3c[nH]c4ccc(cc34)C#N)CC2)CN1CCNCc1ccccc1,1,1,1,0,1,0,0,0,1,1,0,6,5,54.55,45.45
COC(=O)c1ccc2nc([nH]c2c1)-c1cc(OC)c(O)c(c1)C(=O)NC1CCN(Cc2ccccc2)CC1,1,1,1,1,0,1,1,0,1,1,1,9,2,81.82,18.18
CCC(Cc1ccccc1)c1cc(O)c(Cc2ccc(cc2)-c2ccccc2)c(=O)o1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
Oc1cccc(c1)-c1nc(c([nH]1)-c1ccc2oc3ccc(cc3c2c1)-c1[nH]c(nc1-c1ccccc1)-c1cccc(O)c1)-c1ccccc1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
CC(C)OC(=O)c1cccnc1SCC(=O)Nc1ccc(cc1Cl)C(F)(F)F,1,1,1,1,0,0,1,0,1,1,0,7,4,63.64,36.36
Oc1ccc(cc1-c1ccccc1)C(=O)N1CCCC(C1)c1nc(cs1)C(=O)NCCCc1ccccc1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
c1ccc(cc1)-c1ccc(cc1)-c1nc2ccccc2[nH]1,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
COc1c2CCCCc2ccc1C1=CCN(CCCCNC(=O)c2ccc(cc2)-c2ccc(cc2)C#N)CC1,1,1,1,1,1,1,1,0,1,1,1,10,1,90.91,9.09
CCOc1cc(ccc1OC(C)=O)C1C(C(=O)OC(C)C)=C(C)NC2=C1C(=O)CC(C2)c1ccc(Cl)cc1,1,1,1,1,0,1,0,0,1,1,1,8,3,72.73,27.27
Cc1cc(C(=O)CN2C(=O)NC3(CCOc4ccccc34)C2=O)c(C)n1Cc1ccco1,1,1,1,1,1,1,1,0,1,1,1,10,1,90.91,9.09
OC(=O)C(F)(F)F.FC(F)(F)c1ccc(CN2CCC(CNCc3cccc(c3)N(=O)=O)CC2)cc1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
Cl.COc1ccc(cc1)-c1ccc(cc1)S(=O)(=O)Nc1cc2CCN(C)CCc2cc1OC(C)C,1,1,1,1,0,1,0,0,1,1,0,7,4,63.64,36.36
Cl.CCCCCCCCNc1c2ccc(Cl)cc2nc2ccc(OC)cc12,0,1,1,1,0,0,0,0,1,0,0,4,7,36.36,63.64
OC(=O)C(F)(F)F.Cn1nccc1C(=O)NCCNCc1cccc(c1)-c1cccc(c1)-c1nc2cc(ccc2[nH]1)C(F)(F)F,1,1,1,0,1,0,0,0,1,0,0,5,6,45.45,54.55
OC(=O)C(F)(F)F.Cc1cccc(CN2CCCN(Cc3ccc(cc3)C(=O)Nc3ccc(cc3)C(C)(C)C)CC2)c1,1,1,1,0,1,0,0,0,1,1,0,6,5,54.55,45.45
OC(=O)C(F)(F)F.Oc1ccc(CN2CCC(CN3CC(OC3=O)(c3ccccc3)c3ccccc3)CC2)cc1Cl,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
Br.CC1(C)NC(N)=NC(=N)N1OCCCc1ccc(Cl)cc1Cl,1,1,1,1,1,0,0,0,1,1,1,8,3,72.73,27.27
CCN(CC)CCNC(=O)c1ccc(NC(=O)c2ccc(cc2)-c2cc(NC(=O)CC3CCCC3)ccc2C)cc1,1,1,1,1,1,1,1,0,1,0,0,8,3,72.73,27.27
OC(=O)C(F)(F)F.CC(C)CNCc1cccc(c1)-c1ccc(CN(CCCN2CCN(C)CC2)C(=O)CCC2CCCC2)cc1,1,1,1,0,1,0,0,0,1,1,0,6,5,54.55,45.45
FC(F)(F)c1cccc(NC(=O)Nc2cccc(c2)N(=O)=O)c1,1,1,1,1,0,0,1,1,1,1,1,9,2,81.82,18.18
COc1cccc(CN2CCC3(CN(C3)C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)c1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
OC=O.CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC(C)(C)Cc1ccccc1)N1CCCC1=O,1,1,1,0,0,0,0,0,1,0,0,4,7,36.36,63.64
Cc1nc2cc(C)ccn2c1C(=O)N1CCN(CC1)c1cccc2n(Cc3ccccn3)c(nc12)-c1ccoc1,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
OC(=O)C(F)(F)F.CNCCNCc1cccc(c1)-c1ccc(s1)-c1nc2cc(ccc2[nH]1)C(F)(F)F,1,1,1,0,0,0,0,0,1,0,0,4,7,36.36,63.64
OC(=O)C(F)(F)F.O=C(NCCc1ccccc1)N(Cc1ccccc1-c1cccc(CNC2CCCC2)c1)C1CCN(Cc2ccccc2)CC1,1,1,1,0,1,0,0,0,1,1,0,6,5,54.55,45.45
Br.CC1(C)NC(N)=NC(=N)N1OCCCO,1,1,1,1,1,0,0,0,1,1,1,8,3,72.73,27.27
CCCCN(CCCC)C(=O)CC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(ccc12)C(F)(F)F,1,1,1,0,1,0,0,0,1,0,1,6,5,54.55,45.45
CCN(CC)CCC\N=C1/CC(Cc2c1c(=O)c1cc(Cl)ccc1n2O)c1ccc(Cl)c(Cl)c1,1,1,1,1,1,1,0,0,1,1,1,9,2,81.82,18.18
OC[C@@H](O)[C@@H](O)C(=O)NO,1,1,1,1,1,0,1,0,1,0,0,7,4,63.64,36.36
On1c2CC(CC(=O)c2c(=O)c2cc(Cl)ccc12)c1cccc(c1)C(F)(F)F,1,1,1,1,1,0,1,0,1,1,1,9,2,81.82,18.18
O[C@H](COP(=O)(OCc1ccccc1)OCc1ccccc1)CS(=O)CC(=O)OCc1ccccc1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
COC(=O)C(\COC(=O)C)=C\[C@H](C)NC(=O)Cn1c(=O)c(cnc1-c1ccccc1)NC(=O)OCc1ccccc1,1,1,1,0,0,0,0,0,1,0,0,4,7,36.36,63.64
Ic1ccc2NC(=O)C(=O)c2c1,1,1,1,1,0,0,1,0,0,0,0,5,6,45.45,54.55
Cn1c2nc3ccccc3c2cc2cc(F)ccc12,1,1,1,1,1,0,1,1,1,1,1,10,1,90.91,9.09
Cn1c2nc3ccccc3c2cc2cc(Cl)ccc12,1,1,1,1,1,0,1,1,1,1,1,10,1,90.91,9.09
CCN(CC)CCNc1ccnc2cc(C)ccc12,1,1,1,1,1,1,1,1,1,0,0,9,2,81.82,18.18
COc1ccc2nccc([C@@H](O)CN3CCC(CC3)NCCNc3ccccn3)c2c1,1,1,1,1,0,1,1,1,1,0,0,8,3,72.73,27.27
COc1ccccc1CCNc1nc(C)cc(N[C@@H](Cc2ccccc2)C(=O)NCCCOC(C)C)n1,1,1,1,1,0,1,1,0,1,1,0,8,3,72.73,27.27
Cc1noc(C)c1-c1cccc(CNCc2ccc(cc2)-c2cccc(c2)-c2nc3cc(ccc3[nH]2)C(F)(F)F)c1,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
COc1ccc(CNCc2ccc(cc2)-c2cccc(c2)-c2nc3ccccc3[nH]2)cc1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
Cc1cccc2nc([nH]c12)-c1cccc(c1)-c1cccc(CNCc2ccc(cc2)S(C)(=O)=O)c1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
C#CCOc1ccc2ccccc2c1CNCCCCCCNCc1c(OCC#C)ccc2ccccc12,1,1,1,1,0,0,1,0,1,1,0,7,4,63.64,36.36
COc1ccc(CN2CCC(CNCCc3ccccc3Oc3ccccc3)CC2)cc1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccc(F)c(F)c1)[C@H](O)CNC1CCCCC1)N1CCCCS1(=O)=O,1,1,1,1,0,1,1,0,1,0,0,7,4,63.64,36.36
C[C@H](CNc1ccnc(Nc2ccc3[nH]c(=O)[nH]c3c2)n1)c1ccccc1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
CCN(CC)CCN(Cc1ccc(cc1)-c1ccc(cc1)C(F)(F)F)C(=O)Cn1c(CCc2ccc(F)c(c2)C#N)nc(=O)c2ccccc12,1,1,1,1,1,0,1,0,1,0,0,7,4,63.64,36.36
CN(C)c1ccc(cc1)-c1csc(c1)C(=O)NCC1CCN(Cc2ccc(cc2)C(C)(C)C)C1,1,1,1,1,0,1,1,1,1,0,1,9,2,81.82,18.18
Cc1nc(N)nc(N)c1OCCCOc1cccc(Cl)c1Cl,1,1,1,1,0,0,1,1,1,1,1,9,2,81.82,18.18
Oc1ccccc1CN1CCCCC(C1)NC(=O)c1cccc(c1)C(F)(F)F,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
COc1ccc(CNC(=N)Nc2nc(cs2)-c2ccc(OCCCn3ccnc3)cc2)cc1,1,1,1,1,0,1,1,0,1,1,0,8,3,72.73,27.27
N#Cc1ccc(CNCCCCCCNCc2ccc(C#N)c3ccccc23)c2ccccc12,1,1,1,1,1,0,1,0,1,1,1,9,2,81.82,18.18
COc1ccc2nccc([C@@H](O)CN3CCC(NCc4cnc5SCC(=O)Nc5c4)C(F)C3)c2c1,1,1,1,1,0,1,1,1,1,1,0,9,2,81.82,18.18
CN1CCN(CC1)c1ccc(Nc2c(cnc3cc(ccc23)-c2ccoc2)C(N)=O)cc1C,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
Cc1ccc2sc(nc2c1C)N(CCCn1ccnc1)C(=O)c1ccco1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
Clc1ccc2c(NNC(=O)c3ncc[nH]3)ccnc2c1,1,1,0,1,1,1,1,0,1,0,1,8,3,72.73,27.27
CC(C)Oc1ccc(CNC(=O)c2cnc3cc(ccc3c2Nc2ccccc2C(C)(C)C)-c2c(C)noc2C)cc1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
Clc1ccc(NC(=O)Nc2ccc(Cn3ncc(N4CCCNCC4)c(Cl)c3=O)cc2)cc1,1,1,1,1,0,1,1,0,1,1,1,9,2,81.82,18.18
CC(C)(C)c1ccc(NC(=O)c2cccc(CN3CCCN(CC4CCCCC4)CC3)c2)cc1,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
CCOc1ccc(NC(=O)c2ccc(CN3CCCN(Cc4cccc(O)c4)CC3)cc2)cc1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
Clc1ccc(\C=C\C(=O)Nc2ccc3nc(CN4CCCC4)ccc3c2)cc1,1,1,1,0,0,0,1,0,1,0,1,6,5,54.55,45.45
COc1ccc(CNCc2ccc(cc2)-c2ccc(cc2)-c2nc3cccc(C)c3[nH]2)cc1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
COc1cc(Br)ccc1N1CCN(CCCCNC(=O)c2ccc(NC(=O)c3ccc(Cl)cc3)cc2)CC1,1,1,1,1,0,0,1,0,1,1,1,8,3,72.73,27.27
Cc1cc(NCCC(=O)Nc2ccccc2)nc(NCCc2ccc(F)cc2)n1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
C[C@@H]1CC[C@@]23CCC(=O)C2[C@]1(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]3C)OC(=O)CSC1CN2CCC1C2,1,1,1,1,0,0,1,0,1,1,0,7,4,63.64,36.36
Brc1cccc(CNC(=O)c2ccc(CNC3CCN(Cc4ccccc4)CC3)cc2)c1,1,1,1,1,0,0,1,1,1,1,1,9,2,81.82,18.18
